Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=26, Average_Num_Authors=15.346153846153847, SD_Num_Authors=5.44016402467652, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=30, Average_Num_Aff=8.038461538461538, SD_Num_Aff=1.9074751737471023, Min_Num_Aff=6, Med_Num_Aff=7.5, Max_Num_Aff=11)
Row(SubjectArea='Physical Sciences', Year=1970, Number_Papers=39, Average_Num_Authors=16.743589743589745, SD_Num_Authors=7.376056387207222, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=40, Average_Num_Aff=7.487179487179487, SD_Num_Aff=1.519553169638241, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=11)
Row(SubjectArea='Physical Sciences', Year=1971, Number_Papers=36, Average_Num_Authors=18.25, SD_Num_Authors=8.67961486966526, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=44, Average_Num_Aff=7.277777777777778, SD_Num_Aff=1.4063348739819324, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=11)
Row(SubjectArea='Physical Sciences', Year=1974, Number_Papers=55, Average_Num_Authors=21.12727272727273, SD_Num_Authors=16.498097023208626, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=91, Average_Num_Aff=8.072727272727272, SD_Num_Aff=2.7477569670857633, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=22)
Row(SubjectArea='Physical Sciences', Year=1975, Number_Papers=67, Average_Num_Authors=19.26865671641791, SD_Num_Authors=9.927894722588224, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=54, Average_Num_Aff=7.6716417910447765, SD_Num_Aff=2.1908076530751166, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=17)
Row(SubjectArea='Physical Sciences', Year=1977, Number_Papers=95, Average_Num_Authors=21.57894736842105, SD_Num_Authors=9.712438775368707, Min_Num_Authors=11, Med_Num_Authors=18.0, Max_Num_Authors=54, Average_Num_Aff=8.105263157894736, SD_Num_Aff=2.3541438530971357, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=19)
Row(SubjectArea='Physical Sciences', Year=1978, Number_Papers=119, Average_Num_Authors=20.361344537815125, SD_Num_Authors=8.940226263049778, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=56, Average_Num_Aff=7.3277310924369745, SD_Num_Aff=2.013131651363115, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=23)
Row(SubjectArea='Physical Sciences', Year=1983, Number_Papers=262, Average_Num_Authors=41.19083969465649, SD_Num_Authors=30.974743018132337, Min_Num_Authors=11, Med_Num_Authors=29.0, Max_Num_Authors=142, Average_Num_Aff=8.595419847328245, SD_Num_Aff=3.38076285561234, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=34)
Row(SubjectArea='Physical Sciences', Year=1986, Number_Papers=287, Average_Num_Authors=42.42857142857143, SD_Num_Authors=34.022528823302764, Min_Num_Authors=11, Med_Num_Authors=28.0, Max_Num_Authors=198, Average_Num_Aff=9.358885017421603, SD_Num_Aff=3.7936433966569014, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=34)
Row(SubjectArea='Physical Sciences', Year=1987, Number_Papers=379, Average_Num_Authors=44.145118733509236, SD_Num_Authors=37.26059447611348, Min_Num_Authors=11, Med_Num_Authors=29.0, Max_Num_Authors=200, Average_Num_Aff=9.664907651715039, SD_Num_Aff=4.194492254043034, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=24)
Row(SubjectArea='Physical Sciences', Year=1992, Number_Papers=683, Average_Num_Authors=86.84773060029282, SD_Num_Authors=134.39980713651343, Min_Num_Authors=11, Med_Num_Authors=27.0, Max_Num_Authors=555, Average_Num_Aff=13.363103953147878, SD_Num_Aff=10.109078859883143, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=52)
Row(SubjectArea='Physical Sciences', Year=1993, Number_Papers=787, Average_Num_Authors=84.58195679796697, SD_Num_Authors=131.27002192510275, Min_Num_Authors=11, Med_Num_Authors=27.0, Max_Num_Authors=549, Average_Num_Aff=13.292249047013977, SD_Num_Aff=10.684271972467874, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=55)
Row(SubjectArea='Physical Sciences', Year=1994, Number_Papers=858, Average_Num_Authors=75.92540792540792, SD_Num_Authors=121.02234297176214, Min_Num_Authors=11, Med_Num_Authors=25.0, Max_Num_Authors=559, Average_Num_Aff=12.955710955710956, SD_Num_Aff=10.077779027348098, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=63)
Row(SubjectArea='Physical Sciences', Year=1995, Number_Papers=1019, Average_Num_Authors=101.61334641805692, SD_Num_Authors=152.25696166588133, Min_Num_Authors=11, Med_Num_Authors=27.0, Max_Num_Authors=559, Average_Num_Aff=15.026496565260059, SD_Num_Aff=12.93683781626787, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=62)
Row(SubjectArea='Physical Sciences', Year=1998, Number_Papers=1599, Average_Num_Authors=70.71794871794872, SD_Num_Authors=122.7347481147387, Min_Num_Authors=11, Med_Num_Authors=19.0, Max_Num_Authors=550, Average_Num_Aff=14.207004377736085, SD_Num_Aff=12.720950404484231, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=72)
Row(SubjectArea='Physical Sciences', Year=1999, Number_Papers=1740, Average_Num_Authors=63.72586206896552, SD_Num_Authors=113.8187380825511, Min_Num_Authors=11, Med_Num_Authors=20.0, Max_Num_Authors=540, Average_Num_Aff=13.290804597701149, SD_Num_Aff=12.183116289623454, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=77)
Row(SubjectArea='Physical Sciences', Year=2000, Number_Papers=2161, Average_Num_Authors=58.076816288755204, SD_Num_Authors=105.7137146584885, Min_Num_Authors=11, Med_Num_Authors=19.0, Max_Num_Authors=527, Average_Num_Aff=13.906062008329478, SD_Num_Aff=12.346575672130093, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=77)
Row(SubjectArea='Physical Sciences', Year=2001, Number_Papers=1996, Average_Num_Authors=59.52354709418837, SD_Num_Authors=105.6089061077069, Min_Num_Authors=11, Med_Num_Authors=19.0, Max_Num_Authors=743, Average_Num_Aff=13.664328657314629, SD_Num_Aff=12.804860844746955, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=77)
Row(SubjectArea='Physical Sciences', Year=2004, Number_Papers=3297, Average_Num_Authors=52.45829542007886, SD_Num_Authors=103.03272720298531, Min_Num_Authors=11, Med_Num_Authors=18.0, Max_Num_Authors=939, Average_Num_Aff=13.16469517743403, SD_Num_Aff=13.838106624062116, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=111)
Row(SubjectArea='Physical Sciences', Year=2007, Number_Papers=4631, Average_Num_Authors=51.803282228460375, SD_Num_Authors=117.81010802532842, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=2120, Average_Num_Aff=13.494925502051393, SD_Num_Aff=15.386929116455876, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=169)
Row(SubjectArea='Physical Sciences', Year=2018, Number_Papers=15253, Average_Num_Authors=73.45125549072314, SD_Num_Authors=338.0660581184509, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=5086, Average_Num_Aff=15.90474005113748, SD_Num_Aff=33.06136617076275, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=456)
Row(SubjectArea='Physical Sciences', Year=2019, Number_Papers=16797, Average_Num_Authors=61.92695124129309, SD_Num_Authors=298.70143115351607, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=5206, Average_Num_Aff=14.53217836518426, SD_Num_Aff=30.18176248121686, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=1090)
Row(SubjectArea='Physical Sciences', Year=2023, Number_Papers=26698, Average_Num_Authors=45.37927934676755, SD_Num_Authors=233.77723100801188, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=3186, Average_Num_Aff=12.746610232976252, SD_Num_Aff=23.523242826497288, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=275)
Row(SubjectArea='Physical Sciences', Year=2024, Number_Papers=5327, Average_Num_Authors=31.06551529941806, SD_Num_Authors=168.64094055042943, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=5286, Average_Num_Aff=11.146236155434579, SD_Num_Aff=17.167948866286434, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=480)
Row(SubjectArea='Social Sciences', Year=1971, Number_Papers=1, Average_Num_Authors=21.0, SD_Num_Authors=None, Min_Num_Authors=21, Med_Num_Authors=21.0, Max_Num_Authors=21, Average_Num_Aff=10.0, SD_Num_Aff=None, Min_Num_Aff=10, Med_Num_Aff=10.0, Max_Num_Aff=10)
Row(SubjectArea='Social Sciences', Year=1972, Number_Papers=1, Average_Num_Authors=33.0, SD_Num_Authors=None, Min_Num_Authors=33, Med_Num_Authors=33.0, Max_Num_Authors=33, Average_Num_Aff=31.0, SD_Num_Aff=None, Min_Num_Aff=31, Med_Num_Aff=31.0, Max_Num_Aff=31)
Row(SubjectArea='Social Sciences', Year=1973, Number_Papers=1, Average_Num_Authors=21.0, SD_Num_Authors=None, Min_Num_Authors=21, Med_Num_Authors=21.0, Max_Num_Authors=21, Average_Num_Aff=17.0, SD_Num_Aff=None, Min_Num_Aff=17, Med_Num_Aff=17.0, Max_Num_Aff=17)
Row(SubjectArea='Social Sciences', Year=1977, Number_Papers=2, Average_Num_Authors=12.5, SD_Num_Authors=0.7071067811865476, Min_Num_Authors=12, Med_Num_Authors=12.5, Max_Num_Authors=13, Average_Num_Aff=9.0, SD_Num_Aff=2.8284271247461903, Min_Num_Aff=7, Med_Num_Aff=9.0, Max_Num_Aff=11)
Row(SubjectArea='Social Sciences', Year=1983, Number_Papers=3, Average_Num_Authors=16.666666666666668, SD_Num_Authors=5.686240703077327, Min_Num_Authors=12, Med_Num_Authors=15.0, Max_Num_Authors=23, Average_Num_Aff=9.666666666666666, SD_Num_Aff=4.725815626252608, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=15)
Row(SubjectArea='Social Sciences', Year=1984, Number_Papers=5, Average_Num_Authors=11.8, SD_Num_Authors=0.8366600265340756, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=13, Average_Num_Aff=7.6, SD_Num_Aff=2.073644135332772, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=11)
Row(SubjectArea='Social Sciences', Year=1989, Number_Papers=16, Average_Num_Authors=14.375, SD_Num_Authors=4.455333881989094, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=27, Average_Num_Aff=9.0, SD_Num_Aff=2.476556749467561, Min_Num_Aff=6, Med_Num_Aff=8.5, Max_Num_Aff=14)
Row(SubjectArea='Social Sciences', Year=1991, Number_Papers=18, Average_Num_Authors=15.166666666666666, SD_Num_Authors=4.901980392117647, Min_Num_Authors=11, Med_Num_Authors=13.5, Max_Num_Authors=28, Average_Num_Aff=10.777777777777779, SD_Num_Aff=5.151305437694246, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=26)
Row(SubjectArea='Social Sciences', Year=1992, Number_Papers=17, Average_Num_Authors=18.235294117647058, SD_Num_Authors=13.876821555045963, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=60, Average_Num_Aff=9.411764705882353, SD_Num_Aff=3.2988411512494005, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=18)
Row(SubjectArea='Social Sciences', Year=1995, Number_Papers=33, Average_Num_Authors=15.878787878787879, SD_Num_Authors=10.632372664878167, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=72, Average_Num_Aff=10.363636363636363, SD_Num_Aff=8.583480434161679, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=56)
Row(SubjectArea='Social Sciences', Year=1998, Number_Papers=56, Average_Num_Authors=14.571428571428571, SD_Num_Authors=5.42672559186022, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=45, Average_Num_Aff=9.785714285714286, SD_Num_Aff=3.323274867379442, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=22)
Row(SubjectArea='Social Sciences', Year=2003, Number_Papers=104, Average_Num_Authors=17.153846153846153, SD_Num_Authors=12.726983207670806, Min_Num_Authors=11, Med_Num_Authors=13.5, Max_Num_Authors=119, Average_Num_Aff=10.240384615384615, SD_Num_Aff=7.97264155991399, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=83)
Row(SubjectArea='Social Sciences', Year=2008, Number_Papers=388, Average_Num_Authors=16.25515463917526, SD_Num_Authors=9.622827576671016, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=130, Average_Num_Aff=10.02061855670103, SD_Num_Aff=4.8777920650999915, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=51)
Row(SubjectArea='Social Sciences', Year=2009, Number_Papers=455, Average_Num_Authors=16.514285714285716, SD_Num_Authors=12.770220826682692, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=189, Average_Num_Aff=9.905494505494506, SD_Num_Aff=6.906380926159262, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=84)
Row(SubjectArea='Social Sciences', Year=2011, Number_Papers=628, Average_Num_Authors=15.823248407643312, SD_Num_Authors=7.172446455366615, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=73, Average_Num_Aff=10.023885350318471, SD_Num_Aff=5.060817006326497, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=49)
Row(SubjectArea='Social Sciences', Year=2012, Number_Papers=685, Average_Num_Authors=15.96058394160584, SD_Num_Authors=9.23364175227688, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=152, Average_Num_Aff=10.05109489051095, SD_Num_Aff=5.573434755072746, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=65)
Row(SubjectArea='Social Sciences', Year=2014, Number_Papers=972, Average_Num_Authors=16.545267489711936, SD_Num_Authors=10.556454492028976, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=121, Average_Num_Aff=10.566872427983538, SD_Num_Aff=6.978313714562256, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=79)
Row(SubjectArea='Social Sciences', Year=2015, Number_Papers=1138, Average_Num_Authors=16.373462214411248, SD_Num_Authors=12.563935997078167, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=194, Average_Num_Aff=9.97451669595782, SD_Num_Aff=6.2336689705127775, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=112)
Row(SubjectArea='Social Sciences', Year=2016, Number_Papers=1396, Average_Num_Authors=16.643982808022923, SD_Num_Authors=14.272113809266322, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=394, Average_Num_Aff=10.35458452722063, SD_Num_Aff=5.552065756470847, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=56)
Row(SubjectArea='Social Sciences', Year=2020, Number_Papers=3525, Average_Num_Authors=17.881418439716313, SD_Num_Authors=16.395910740802872, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=287, Average_Num_Aff=10.622695035460993, SD_Num_Aff=8.913415395122422, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=175)
Row(SubjectArea='Social Sciences', Year=2023, Number_Papers=7112, Average_Num_Authors=18.62078177727784, SD_Num_Authors=16.121585947502442, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=468, Average_Num_Aff=10.848565804274466, SD_Num_Aff=9.632188814888305, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=254)
