last,first,middle,TITLE,ORCID,scholar
German,Komi,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Hermann,Anthony,D.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Humphrey,Brandon,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Janus,Matthew,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Juzeler,Hannah,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Keres,Ashley,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Kinney,Diana,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Kirshenbaum,Jacqeline,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Lustgraaf,Christopher,J.N.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Martin,Daniel,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Moloney,Jaclyn,M.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Morse,Patrick,J.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Prislin,Radmila,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Re,Daniel,E.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Sacco,Donald,F.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Sauerberger,Kyle,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Shrider,Emily,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Shultz,Megan,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Siemsen,Courtney,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Sobocko,Karin,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Weylin Sternglanz,R.,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Summerville,Amy,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Tskhay,Konstantin,O.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Weinberg,Ashley,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Wirth,James,H.,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Wortman,Jessica,NA,many labs 3 evaluating participant pool quality across the academic semester via replication,NA,
Vitiello,Christine,Anne,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Crawford,Jarret,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Cromar,Ryan,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Vidamuerte,DeVere,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Gosnell,Courtney,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Hall,Calvin,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Legg,Angela,M.,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Mancini,Anthony,D,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Miller,Jason,Michael,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Redford,Liz,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Schlitz,Ilaria,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Swanson,Trevor,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
van swol,Lyn,NA,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Ratliff,Kate,A.,many labs 4 failure to replicate mortality salience effect with and without original author involvement,NA,
Rangel,Derek,NA,many labs 5 registered replication of albarrac�n et al 2008 experiment 5,NA,
Domaneschi,Filippo,NA,many labs 5 registered replication of payne burkley and stokes 2008 study 4,NA,
Buttrick,Nicholas,R.,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Aeschbach,Lena,F.,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Brühlmann,Florian,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Claypool,Heather,M.,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Hüffmeier,Joachim,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Schuepfer,Kurt,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Szuts,Attila,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Szöke,Orsolya,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Thomae,Manuela,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Torka,Ann-Kathrin,NA,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Walker,Ryan,J.,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Wood,Michael,J.,many labs 5 registered replication of vohs and schooler 2008 experiment 1,NA,
Johannesson,Magnus,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,0000-0001-8759-6393,
Idzikowska,Katarzyna,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,0000-0002-0689-5285,
Wolf,Daniel,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,0000-0002-3473-1317,
Salamon,Janos,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,0000-0002-4005-7090,
Ebersole,Charles,R.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Mathur,Maya,B.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Baranski,Erica,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Bart-Plange,Diane-Jo,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Chartier,Christopher,R.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Corker,Katherine,S.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Corley,Martin,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Hartshorne,Joshua,K.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
IJzerman,Hans,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Lazarević,Ljiljana,B.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Rabagliati,Hugh,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Ropovik,Ivan,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Andrighetto,Luca,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Arnal,Jack,D.,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Arrow,Holly,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
Babincak,Peter,NA,many labs 5 testing predatacollection peer review as an intervention to increase replicability,NA,
