"put_code","type","visibility","path","display_index","created_date_value","last_modified_date_value","source_source_client_id","source_assertion_origin_orcid","source_assertion_origin_client_id","source_assertion_origin_name","source_source_orcid_uri","source_source_orcid_path","source_source_orcid_host","source_source_name_value","title_subtitle","title_translated_title","title_title_value","url_value","publication_date_year_value","publication_date_month_value","publication_date_day_value","journal_title_value","journal_title","source_source_orcid","source_source_client_id_uri","source_source_client_id_path","source_source_client_id_host","source_assertion_origin_orcid_uri","source_assertion_origin_orcid_path","source_assertion_origin_orcid_host","source_assertion_origin_name_value","publication_date_day","our_type","publication_date_month","url","title_translated_title_value","title_translated_title_language_code","publication_date","external_ids","ORCID"
94226709,"book-chapter","public","/0000-0002-4516-5103/work/94226709","0",2021-05-21,1621608812310,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"statistical analysis of fmri data","http://www.scopus.com/inward/record.url?eid=2-s2.0-84988892903&partnerID=MN8TOARS","2016",NA,NA,"Neuromethods",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"book-chapter",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226660,"journal-article","public","/0000-0002-4516-5103/work/94226660","0",2021-05-21,1621608803735,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"the brain imaging data structure  a format for organizing and describing outputs of neuroimaging experiments","http://www.scopus.com/inward/record.url?eid=2-s2.0-84975789666&partnerID=MN8TOARS","2016",NA,NA,"Scientific Data",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226652,"journal-article","public","/0000-0002-4516-5103/work/94226652","0",2021-05-21,1621608802858,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"the common genetic influence over processing speed and white matter microstructure  evidence from the old order amish and human connectome projects","http://www.scopus.com/inward/record.url?eid=2-s2.0-84945970788&partnerID=MN8TOARS","2016",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226704,"journal-article","public","/0000-0002-4516-5103/work/94226704","0",2021-05-21,1621608811822,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"when the single matters more than the group  ii   addressing the problem of high false positive rates in single case voxel based morphometry using non parametric statistics","http://www.scopus.com/inward/record.url?eid=2-s2.0-84958037496&partnerID=MN8TOARS","2016",NA,NA,"Frontiers in Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
19725375,"journal-article","public","/0000-0002-4516-5103/work/19725375","0",2015-10-27,1572624110095,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"a positive negative mode of population covariation links brain connectivity  demographics and behavior","https://doi.org/10.1038/nn.4125","2015","11","01","Nature Neuroscience",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
19725374,"journal-article","public","/0000-0002-4516-5103/work/19725374","0",2015-10-27,1503998118039,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"fast and powerful heritability inference for family based neuroimaging studies",NA,"2015","07","01","NeuroImage",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226795,"journal-article","public","/0000-0002-4516-5103/work/94226795","0",2021-05-21,1621608821385,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"a bayesian model of category specific emotional brain responses","http://www.scopus.com/inward/record.url?eid=2-s2.0-84929485277&partnerID=MN8TOARS","2015",NA,NA,"PLoS Computational Biology",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226649,"journal-article","public","/0000-0002-4516-5103/work/94226649","0",2021-05-21,1621608802466,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"a kernel machine method for detecting effects of interaction between multidimensional variable sets  an imaging genetics application","http://www.scopus.com/inward/record.url?eid=2-s2.0-84923037429&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226676,"journal-article","public","/0000-0002-4516-5103/work/94226676","0",2021-05-21,1621608805668,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"a voxelation corrected non stationary 3d cluster size test based on random field theory","http://www.scopus.com/inward/record.url?eid=2-s2.0-84940436699&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226710,"journal-article","public","/0000-0002-4516-5103/work/94226710","0",2021-05-21,1621608812424,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"age differences in the brain mechanisms of good taste","http://www.scopus.com/inward/record.url?eid=2-s2.0-84926681848&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226782,"journal-article","public","/0000-0002-4516-5103/work/94226782","0",2021-05-21,1621608819912,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"an ultra high field magnetic resonance spectroscopy study of post exercise lactate  glutamate and glutamine change in the human brain","http://www.scopus.com/inward/record.url?eid=2-s2.0-84953325170&partnerID=MN8TOARS","2015",NA,NA,"Frontiers in Physiology",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226797,"journal-article","public","/0000-0002-4516-5103/work/94226797","0",2021-05-21,1621608821572,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"classifying individuals at high risk for psychosis based on functional brain activity during working memory processing","http://www.scopus.com/inward/record.url?eid=2-s2.0-84944886089&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage: Clinical",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226703,"journal-article","public","/0000-0002-4516-5103/work/94226703","0",2021-05-21,1621608811726,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"cluster based computational methods for mass univariate analyses of event related brain potentials fields  a simulation study","http://www.scopus.com/inward/record.url?eid=2-s2.0-84937915830&partnerID=MN8TOARS","2015",NA,NA,"Journal of Neuroscience Methods",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226708,"journal-article","public","/0000-0002-4516-5103/work/94226708","0",2021-05-21,1621608812197,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"common genetic variants influence human subcortical brain structures","http://www.scopus.com/inward/record.url?eid=2-s2.0-84926395609&partnerID=MN8TOARS","2015",NA,NA,"Nature",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226731,"conference-paper","public","/0000-0002-4516-5103/work/94226731","0",2021-05-21,1621608814608,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"empirically investigating the statistical validity of spm  fsl and afni for single subject fmri analysis","http://www.scopus.com/inward/record.url?eid=2-s2.0-84944312732&partnerID=MN8TOARS","2015",NA,NA,"Proceedings - International Symposium on Biomedical Imaging",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226646,"journal-article","public","/0000-0002-4516-5103/work/94226646","0",2021-05-21,1621608802043,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"fvgwas  fast voxelwise genome wide association analysis of large scale imaging genetic data","http://www.scopus.com/inward/record.url?eid=2-s2.0-84940437292&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226777,"journal-article","public","/0000-0002-4516-5103/work/94226777","0",2021-05-21,1621608819650,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"heritability of fractional anisotropy in human white matter  a comparison of human connectome project and enigma dti data","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924311180&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226796,"journal-article","public","/0000-0002-4516-5103/work/94226796","0",2021-05-21,1621608821483,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"massively expedited genome wide heritability analysis  megha ","http://www.scopus.com/inward/record.url?eid=2-s2.0-84923668372&partnerID=MN8TOARS","2015",NA,NA,"Proceedings of the National Academy of Sciences of the United States of America",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226742,"conference-paper","public","/0000-0002-4516-5103/work/94226742","0",2021-05-21,1621608817463,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"medial demons registration localizes the degree of genetic influence over subcortical shape variability  an n  1480 meta analysis","http://www.scopus.com/inward/record.url?eid=2-s2.0-84944315994&partnerID=MN8TOARS","2015",NA,NA,"Proceedings - International Symposium on Biomedical Imaging",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226740,"journal-article","public","/0000-0002-4516-5103/work/94226740","0",2021-05-21,1621608817279,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"multi level block permutation","http://www.scopus.com/inward/record.url?eid=2-s2.0-84945442349&partnerID=MN8TOARS","2015",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226732,"journal-article","public","/0000-0002-4516-5103/work/94226732","0",2021-05-21,1621608814726,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"multiple comparison procedures for neuroimaging genomewide association studies","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922550848&partnerID=MN8TOARS","2015",NA,NA,"Biostatistics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226705,"journal-article","public","/0000-0002-4516-5103/work/94226705","0",2021-05-21,1621608811909,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"neurovault org  a web based repository for collecting and sharing unthresholded statistical maps of the human brain","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928028156&partnerID=MN8TOARS","2015",NA,NA,"Frontiers in Neuroinformatics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226663,"journal-article","public","/0000-0002-4516-5103/work/94226663","0",2021-05-21,1621608803978,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"searching multiregression dynamic models of resting state fmri networks using integer programming","http://www.scopus.com/inward/record.url?eid=2-s2.0-84979987796&partnerID=MN8TOARS","2015",NA,NA,"Bayesian Analysis",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226653,"journal-article","public","/0000-0002-4516-5103/work/94226653","0",2021-05-21,1621608802981,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"toward a multisubject analysis of neural connectivity","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920100397&partnerID=MN8TOARS","2015",NA,NA,"Neural Computation",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
19725372,"journal-article","public","/0000-0002-4516-5103/work/19725372","0",2015-10-27,1503998118039,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"permutation inference for the general linear model",NA,"2014","05","01","NeuroImage",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226680,"journal-article","public","/0000-0002-4516-5103/work/94226680","0",2021-05-21,1621608806380,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"a bayesian hierarchical spatial point process model for multi type neuroimaging meta analysis","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908286213&partnerID=MN8TOARS","2014",NA,NA,"Annals of Applied Statistics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226748,"journal-article","public","/0000-0002-4516-5103/work/94226748","0",2021-05-21,1621608818051,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"analysis of multiple sclerosis lesions via spatially varying coefficients","http://www.scopus.com/inward/record.url?eid=2-s2.0-84903779104&partnerID=MN8TOARS","2014",NA,NA,"Annals of Applied Statistics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226726,"conference-paper","public","/0000-0002-4516-5103/work/94226726","0",2021-05-21,1621608814138,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"combining meta  and mega analytic approaches for multi site diffusion imaging based genetic studies  from the enigma dti working group","http://www.scopus.com/inward/record.url?eid=2-s2.0-84903895685&partnerID=MN8TOARS","2014",NA,NA,"2014 IEEE 11th International Symposium on Biomedical Imaging, ISBI 2014",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226789,"journal-article","public","/0000-0002-4516-5103/work/94226789","0",2021-05-21,1621608820674,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"corrigendum to multi site genetic analysis of diffusion images and voxelwise heritability analysis  a pilot project of the enigma dti working group  neuroimage 81  2013  455 469 ","http://www.scopus.com/inward/record.url?eid=2-s2.0-84895472471&partnerID=MN8TOARS","2014",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226664,"journal-article","public","/0000-0002-4516-5103/work/94226664","0",2021-05-21,1621608804082,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"development of impulse control circuitry in children of alcoholics","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922669527&partnerID=MN8TOARS","2014",NA,NA,"Biological Psychiatry",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226635,"journal-article","public","/0000-0002-4516-5103/work/94226635","0",2021-05-21,1621608800620,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"fast and accurate modelling of longitudinal and repeated measures neuroimaging data","http://www.scopus.com/inward/record.url?eid=2-s2.0-84898664663&partnerID=MN8TOARS","2014",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226701,"journal-article","public","/0000-0002-4516-5103/work/94226701","0",2021-05-21,1621608811497,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"global genetic variations predict brain response to faces","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908312346&partnerID=MN8TOARS","2014",NA,NA,"PLoS Genetics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226715,"journal-article","public","/0000-0002-4516-5103/work/94226715","0",2021-05-21,1621608813001,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"imaging proteomics for diagnosis  monitoring and prediction of alzheimer s disease","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907168714&partnerID=MN8TOARS","2014",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226681,"journal-article","public","/0000-0002-4516-5103/work/94226681","0",2021-05-21,1621608806586,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"impact of family structure and common environment on heritability estimation for neuroimaging genetics studies using sequential oligogenic linkage analysis routines","http://www.scopus.com/inward/record.url?eid=2-s2.0-85017214532&partnerID=MN8TOARS","2014",NA,NA,"Journal of Medical Imaging",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226694,"journal-article","public","/0000-0002-4516-5103/work/94226694","0",2021-05-21,1621608810752,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"joint genetic analysis of hippocampal size in mouse and human identifies a novel gene linked to neurodegenerative disease","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907932167&partnerID=MN8TOARS","2014",NA,NA,"BMC Genomics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226650,"journal-article","public","/0000-0002-4516-5103/work/94226650","0",2021-05-21,1621608802554,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"multi site study of additive genetic effects on fractional anisotropy of cerebral white matter  comparing meta and megaanalytical approaches for data pooling","http://www.scopus.com/inward/record.url?eid=2-s2.0-84899802147&partnerID=MN8TOARS","2014",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226674,"conference-paper","public","/0000-0002-4516-5103/work/94226674","0",2021-05-21,1621608805356,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"on study design in neuroimaging heritability analyses","http://www.scopus.com/inward/record.url?eid=2-s2.0-84902108661&partnerID=MN8TOARS","2014",NA,NA,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226724,"journal-article","public","/0000-0002-4516-5103/work/94226724","0",2021-05-21,1621608813933,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"post hoc power estimation for topological inference in fmri","http://www.scopus.com/inward/record.url?eid=2-s2.0-84883685835&partnerID=MN8TOARS","2014",NA,NA,"NeuroImage",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226702,"book","public","/0000-0002-4516-5103/work/94226702","0",2021-05-21,1621608811637,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"power estimates for voxel based genetic association studies using diffusion imaging","http://www.scopus.com/inward/record.url?eid=2-s2.0-84988372522&partnerID=MN8TOARS","2014",NA,NA,"Mathematics and Visualization",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"book",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226636,"journal-article","public","/0000-0002-4516-5103/work/94226636","0",2021-05-21,1621608800722,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"progression in disability and regional grey matter atrophy in relapsing remitting multiple sclerosis","http://www.scopus.com/inward/record.url?eid=2-s2.0-84893561407&partnerID=MN8TOARS","2014",NA,NA,"Multiple Sclerosis",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226640,"book","public","/0000-0002-4516-5103/work/94226640","0",2021-05-21,1621608801231,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"spatial modeling of multiple sclerosis for disease subtype prediction","http://www.scopus.com/inward/record.url?eid=2-s2.0-84906979508&partnerID=MN8TOARS","2014",NA,NA,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"book",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226698,"journal-article","public","/0000-0002-4516-5103/work/94226698","0",2021-05-21,1621608811199,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"stochastic blockmodeling of the modules and core of the caenorhabditis elegans connectome","http://www.scopus.com/inward/record.url?eid=2-s2.0-84903759143&partnerID=MN8TOARS","2014",NA,NA,"PLoS ONE",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
94226692,"journal-article","public","/0000-0002-4516-5103/work/94226692","0",2021-05-21,1621608810567,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"the enigma consortium  large scale collaborative analyses of neuroimaging and genetic data","http://www.scopus.com/inward/record.url?eid=2-s2.0-84899930958&partnerID=MN8TOARS","2014",NA,NA,"Brain Imaging and Behavior",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-4516-5103","0000-0002-4516-5103","orcid.org","Thomas Nichols",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-4516-5103"
